Round Number,Train Loss,Test Accuracy
292,0.04984940509538704,0.9117627457514162
293,0.04937079933920287,0.9104298567144286
294,0.049328634058563074,0.9104298567144286
295,0.048477021509392766,0.911562812395868
296,0.04762737877454926,0.9107630789736755
297,0.0472003848451614,0.9104298567144286
298,0.046658422416595846,0.9104298567144286
299,0.046262186005939676,0.9102299233588804
300,0.045612647604642974,0.9105631456181273
301,0.045816802532974384,0.9102299233588804
302,0.044682481687056595,0.9098967010996335
303,0.04395088550327727,0.9104965011662779
304,0.043368214233264465,0.9108963678773742
305,0.043348535679581926,0.9108297234255248
306,0.04267340393120379,0.9104298567144286
307,0.042023746926187544,0.9109630123292236
308,0.041592737734876296,0.910163278907031
309,0.041614839452255456,0.9106297900699767
310,0.04120407383333952,0.9107630789736755
311,0.040600706670011824,0.9102299233588804
312,0.0405065258863307,0.9105631456181273
313,0.0398587804161108,0.9102299233588804
314,0.039343263084084736,0.9104965011662779
315,0.03891754238955374,0.9102299233588804
316,0.03849703503783033,0.9097634121959347
317,0.0378969485541163,0.9104965011662779
318,0.03762418705208563,0.9102299233588804
319,0.03729246670485732,0.9090303232255915
320,0.036316984253913935,0.910163278907031
321,0.036219452602619814,0.9104298567144286
322,0.035648489640833315,0.9102965678107298
323,0.035413545593104695,0.910696434521826
324,0.03484631479109575,0.910696434521826
